Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Expected_stay_days,Reservation_gap
46117295,F,66,caucasian,College,25K --50K,West,City Hotel,3,2,1,FB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,146,1,206
82656675,M,35,caucasian,High-School,50K -- 100K,South,Airport Hotels,2,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,233,2,125
18012530,M,35,caucasian,College,<25K,South,City Hotel,3,2,2,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,153,3,92
98526562,M,65,caucasian,Grad,25K --50K,South,City Hotel,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,242,1,148
10612320,M,55,Latino,High-School,50K -- 100K,West,Resort,1,2,0,HB,Yes,Yes,No Deposit,Direct,No,Check-In,Yes,5,196,1,158
42880968,F,39,African American,Grad,25K --50K,North,City Hotel,3,2,0,FB,No,No,Refundable,Online,No,Check-In,No,0,223,2,69
66889299,F,58,Latino,Mid-School,<25K,North,Resort,3,1,0,FB,No,No,No Deposit,Direct,No,Check-In,Yes,20,200,4,178
26867599,F,30,Latino,College,>100K,South,City Hotel,5,1,0,BB,No,No,No Deposit,Online,No,No-Show,No,0,214,1,169
16703150,M,54,African American,College,25K --50K,West,Airport Hotels,5,1,0,FB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,208,3,73
43107319,M,41,African American,High-School,<25K,North,City Hotel,2,3,0,FB,Yes,Yes,No Deposit,Online,No,No-Show,Yes,10,137,3,191
11522495,M,39,Latino,College,50K -- 100K,North,Airport Hotels,1,2,0,FB,No,No,No Deposit,Online,No,Canceled,Yes,20,101,1,168
77359546,M,32,Asian American,Grad,50K -- 100K,West,City Hotel,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,161,3,177
26096952,M,26,African American,College,<25K,South,City Hotel,2,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,236,2,140
90303153,F,65,caucasian,College,50K -- 100K,North,Airport Hotels,2,1,0,HB,No,No,No Deposit,Direct,No,Check-In,Yes,15,244,1,9
73605723,F,49,Asian American,College,25K --50K,North,City Hotel,2,1,0,FB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,10,239,1,191
76477283,M,27,African American,College,>100K,South,Airport Hotels,2,3,0,BB,Yes,No,Refundable,Online,Yes,Canceled,Yes,5,168,2,192
52751327,M,25,African American,Grad,<25K,East,Resort,1,2,1,FB,Yes,No,Refundable,Online,Yes,No-Show,Yes,10,112,2,108
86479041,F,23,African American,Mid-School,<25K,South,Airport Hotels,2,2,0,FB,No,No,Refundable,Online,Yes,Check-In,Yes,10,164,1,117
87386800,F,55,African American,High-School,50K -- 100K,North,Airport Hotels,2,1,0,HB,No,No,No Deposit,Direct,No,Check-In,No,0,217,1,86
18855037,M,32,caucasian,College,25K --50K,South,Resort,3,3,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,233,3,63
44534847,M,40,caucasian,College,25K --50K,West,Resort,1,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,20,236,3,-3
87093546,F,28,Latino,High-School,25K --50K,East,Resort,5,2,0,HB,No,No,No Deposit,Direct,Yes,No-Show,Yes,40,123,1,72
36758870,F,63,Latino,College,50K -- 100K,West,City Hotel,3,1,1,HB,No,No,Refundable,Online,No,Check-In,Yes,10,165,1,133
77982299,F,67,Asian American,Mid-School,50K -- 100K,East,Resort,2,3,1,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,25,105,1,113
98899977,M,61,African American,College,>100K,East,Airport Hotels,4,1,1,HB,No,No,Refundable,Agent,Yes,Canceled,Yes,10,101,3,163
55862456,M,60,African American,High-School,<25K,East,City Hotel,2,2,2,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,177,2,187
55258402,M,28,Latino,College,25K --50K,South,Resort,1,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,130,3,51
1926275,F,59,Latino,College,25K --50K,East,City Hotel,5,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,132,4,153
82137144,M,61,Asian American,College,<25K,West,Airport Hotels,2,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,15,155,1,177
66709547,M,56,African American,Mid-School,50K -- 100K,South,City Hotel,2,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,5,242,3,5
73940555,F,32,African American,College,50K -- 100K,East,Resort,1,3,1,FB,No,No,Refundable,Online,No,No-Show,Yes,10,174,1,65
94258116,F,25,caucasian,Grad,50K -- 100K,West,City Hotel,2,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,228,1,30
79911896,F,68,Asian American,College,<25K,East,Resort,2,2,1,FB,No,No,No Deposit,Online,Yes,Canceled,No,0,244,4,33
59262132,F,65,Asian American,Grad,50K -- 100K,North,Airport Hotels,2,3,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,211,3,3
80533657,F,53,Asian American,College,>100K,South,City Hotel,5,1,2,FB,Yes,No,No Deposit,Online,Yes,Canceled,No,0,237,1,173
43067510,F,26,caucasian,College,25K --50K,South,City Hotel,1,1,0,BB,No,No,Non-Refundable,Online,No,Check-In,No,0,155,1,116
68850596,M,53,Latino,High-School,>100K,East,City Hotel,2,1,0,FB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,10,107,1,163
90727149,F,54,Latino,College,25K --50K,South,Airport Hotels,1,2,0,BB,No,No,No Deposit,Agent,Yes,Canceled,Yes,10,113,1,29
97538159,F,48,Asian American,Grad,50K -- 100K,East,Airport Hotels,1,2,1,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,20,188,1,34
60924705,M,23,Latino,High-School,<25K,South,Airport Hotels,1,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,No,0,222,1,180
14520908,M,38,African American,Mid-School,<25K,South,Airport Hotels,2,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,122,3,16
91168924,F,34,African American,Grad,>100K,South,City Hotel,1,3,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,30,160,1,113
18095862,F,50,Latino,High-School,25K --50K,West,City Hotel,1,2,0,FB,Yes,Yes,Non-Refundable,Online,Yes,Canceled,No,0,200,1,113
48671974,F,31,Latino,Mid-School,>100K,East,Resort,3,1,0,HB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,10,210,1,20
59904838,M,65,African American,Grad,50K -- 100K,South,City Hotel,2,2,0,FB,Yes,Yes,No Deposit,Direct,No,No-Show,Yes,20,209,3,50
41709306,F,56,Latino,Grad,25K --50K,East,Airport Hotels,1,1,1,HB,No,No,No Deposit,Online,No,Canceled,Yes,15,145,1,21
99109914,F,55,African American,Mid-School,50K -- 100K,East,Resort,5,3,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,163,1,86
55533881,F,70,Latino,Grad,25K --50K,South,Resort,2,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,232,4,170
53752070,M,42,Latino,Mid-School,50K -- 100K,North,Airport Hotels,4,1,0,BB,No,No,Refundable,Direct,No,Check-In,Yes,20,139,3,112
12918177,F,24,Asian American,High-School,25K --50K,East,City Hotel,2,2,0,FB,No,No,Refundable,Direct,Yes,Canceled,Yes,5,185,1,60
40098797,M,22,African American,Grad,>100K,East,Resort,2,1,0,HB,Yes,No,Refundable,Agent,Yes,Check-In,No,0,204,1,69
75069149,F,40,caucasian,High-School,<25K,South,Resort,2,2,0,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,123,2,159
18174672,M,35,African American,Grad,>100K,South,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,No,No-Show,Yes,25,106,2,188
87493247,F,52,Latino,College,>100K,North,Resort,1,1,0,BB,Yes,No,Refundable,Online,Yes,No-Show,No,0,205,1,19
35590824,F,32,Asian American,Grad,25K --50K,West,City Hotel,1,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,20,146,1,174
97942364,F,70,caucasian,College,>100K,South,Airport Hotels,1,3,0,BB,Yes,No,Refundable,Online,No,Check-In,Yes,5,223,1,136
99390521,F,65,African American,Mid-School,<25K,North,City Hotel,3,2,0,HB,No,No,Non-Refundable,Online,No,Canceled,Yes,20,186,2,126
28840168,F,64,Asian American,College,<25K,West,Resort,4,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,220,1,82
45585303,M,22,Asian American,Grad,>100K,South,Airport Hotels,4,2,0,FB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,20,240,4,124
31296414,M,49,Latino,College,25K --50K,North,City Hotel,3,3,2,HB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,10,242,4,30
69269018,F,70,Asian American,College,>100K,East,Airport Hotels,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,111,2,35
63785662,M,18,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,1,1,1,FB,Yes,No,Refundable,Direct,No,Check-In,Yes,20,146,1,78
7707141,F,39,Latino,College,25K --50K,North,City Hotel,3,1,1,FB,No,No,No Deposit,Agent,No,Check-In,No,0,107,3,153
99856432,F,67,Asian American,College,>100K,North,Resort,1,2,0,FB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,25,167,2,22
66885174,M,70,African American,Mid-School,<25K,South,Resort,2,3,0,BB,No,No,Refundable,Online,No,Check-In,Yes,25,104,1,67
81955269,M,23,Asian American,College,50K -- 100K,South,Airport Hotels,2,2,0,HB,Yes,No,No Deposit,Direct,No,Check-In,Yes,40,209,1,43
84120429,F,46,African American,College,<25K,North,Airport Hotels,3,3,0,FB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,220,4,162
22713667,F,45,Asian American,Mid-School,50K -- 100K,East,Airport Hotels,2,2,1,HB,Yes,No,Refundable,Agent,Yes,Check-In,Yes,10,116,3,1
92238711,F,45,Latino,Grad,50K -- 100K,East,City Hotel,1,3,0,FB,Yes,No,No Deposit,Direct,Yes,No-Show,Yes,5,137,1,138
16784873,M,62,Asian American,Mid-School,25K --50K,West,City Hotel,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,229,1,52
33879952,M,34,Latino,Grad,25K --50K,East,City Hotel,3,2,0,FB,No,No,No Deposit,Direct,Yes,Canceled,Yes,20,210,1,140
33626694,M,36,Latino,High-School,<25K,South,Resort,3,2,1,BB,No,No,No Deposit,Direct,No,Check-In,Yes,10,152,2,17
91253395,F,53,African American,College,50K -- 100K,West,Airport Hotels,2,2,1,HB,No,No,No Deposit,Agent,Yes,Canceled,Yes,5,184,1,184
85150035,F,33,African American,Mid-School,<25K,North,City Hotel,4,1,1,FB,Yes,No,No Deposit,Direct,No,Check-In,Yes,10,212,2,137
79513757,F,56,Asian American,College,25K --50K,North,City Hotel,2,1,0,HB,No,No,Refundable,Direct,Yes,Check-In,No,0,199,1,58
64954772,F,62,Latino,College,25K --50K,East,City Hotel,2,2,0,FB,No,No,Refundable,Online,No,Canceled,Yes,10,126,1,170
77254651,M,66,Asian American,College,50K -- 100K,North,Resort,2,2,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,210,2,41
2924309,M,42,African American,High-School,>100K,North,Resort,3,1,1,FB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,25,122,1,91
66384114,F,27,African American,Grad,<25K,North,Airport Hotels,1,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,No,0,220,1,1
73785372,M,45,African American,College,25K --50K,South,Resort,3,1,0,FB,Yes,No,Refundable,Online,Yes,Canceled,Yes,5,184,2,22
39881599,F,44,Asian American,Grad,25K --50K,West,City Hotel,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,180,1,76
99064436,F,45,Latino,College,<25K,South,City Hotel,3,1,0,FB,Yes,No,Refundable,Agent,No,Check-In,No,0,148,2,53
38525912,F,35,Latino,College,25K --50K,South,Airport Hotels,1,2,0,HB,No,No,Non-Refundable,Online,No,Canceled,Yes,10,184,1,94
85102893,F,62,Latino,High-School,>100K,South,City Hotel,2,3,0,FB,No,No,Refundable,Online,No,No-Show,Yes,10,114,1,76
30311053,F,52,Latino,College,25K --50K,West,City Hotel,2,1,0,HB,No,No,Refundable,Online,Yes,Canceled,Yes,20,186,4,7
93109382,M,53,Asian American,College,>100K,North,City Hotel,3,2,0,FB,No,No,Non-Refundable,Direct,Yes,Canceled,Yes,5,125,4,169
99572809,M,50,Latino,College,>100K,East,City Hotel,2,2,0,HB,No,No,Refundable,Direct,Yes,No-Show,Yes,5,199,3,219
9667236,F,59,Latino,College,50K -- 100K,South,City Hotel,1,3,0,FB,Yes,Yes,No Deposit,Online,Yes,No-Show,No,0,117,1,203
7451638,M,39,caucasian,Mid-School,<25K,North,Resort,1,1,0,HB,Yes,No,No Deposit,Direct,Yes,No-Show,No,0,242,1,89
21943459,M,18,Asian American,Grad,25K --50K,South,Resort,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,115,1,213
45257288,M,29,caucasian,College,>100K,North,Airport Hotels,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,144,1,60
5273469,M,24,Latino,Mid-School,50K -- 100K,North,Resort,3,2,0,FB,Yes,Yes,No Deposit,Agent,Yes,Canceled,No,0,209,1,101
2114517,M,70,African American,College,25K --50K,North,City Hotel,3,1,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,241,4,198
67871333,F,60,African American,College,50K -- 100K,South,Airport Hotels,3,2,0,BB,Yes,No,Refundable,Agent,Yes,Check-In,No,0,104,1,41
58251233,M,68,African American,College,50K -- 100K,North,Airport Hotels,2,2,1,FB,Yes,Yes,No Deposit,Agent,No,Check-In,Yes,30,133,2,95
10873447,M,70,Latino,Mid-School,50K -- 100K,South,Resort,3,3,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,187,2,152
63261762,M,70,Latino,College,25K --50K,South,Airport Hotels,1,3,2,HB,No,No,No Deposit,Online,No,No-Show,Yes,10,125,1,110
73262098,F,66,caucasian,College,<25K,North,Airport Hotels,2,1,1,FB,No,No,Non-Refundable,Online,Yes,Canceled,No,0,134,1,103
71837408,F,22,Asian American,College,<25K,East,City Hotel,2,3,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,184,1,216
36443927,M,69,caucasian,College,>100K,North,City Hotel,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,30,176,3,143
41705699,M,20,Latino,College,<25K,South,City Hotel,5,2,1,BB,No,No,No Deposit,Agent,No,Check-In,Yes,10,125,2,77
65668396,F,34,African American,College,50K -- 100K,South,Airport Hotels,2,3,0,HB,Yes,No,No Deposit,Direct,No,Check-In,Yes,15,166,1,211
88733274,F,47,Latino,College,50K -- 100K,North,Airport Hotels,1,1,1,FB,No,No,Non-Refundable,Online,No,No-Show,Yes,25,242,1,88
96647792,F,59,caucasian,Grad,50K -- 100K,South,City Hotel,2,3,1,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,174,1,167
35627057,F,53,African American,College,>100K,North,Resort,1,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,237,1,81
76941188,F,19,African American,High-School,25K --50K,West,Resort,2,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,181,1,69
71158603,F,56,caucasian,College,50K -- 100K,North,City Hotel,1,3,0,BB,Yes,Yes,No Deposit,Online,Yes,Canceled,No,0,141,4,99
62570124,M,51,caucasian,College,25K --50K,South,Resort,4,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,106,1,125
11168408,F,69,African American,Mid-School,50K -- 100K,West,Resort,2,1,1,BB,Yes,Yes,No Deposit,Agent,No,Check-In,Yes,15,169,2,155
80461814,F,34,caucasian,High-School,25K --50K,South,Airport Hotels,2,1,0,FB,No,No,No Deposit,Direct,No,Check-In,Yes,10,179,1,171
89403728,F,66,caucasian,Grad,<25K,South,Resort,2,1,1,BB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,25,181,1,40
88688272,F,36,African American,High-School,25K --50K,West,City Hotel,4,1,0,BB,No,No,Refundable,Online,No,Check-In,No,0,114,1,51
83524971,M,27,caucasian,College,25K --50K,North,City Hotel,2,2,0,FB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,110,2,176
78065547,F,43,Latino,College,<25K,North,City Hotel,5,2,0,FB,No,No,No Deposit,Direct,No,Canceled,Yes,5,120,2,159
52740035,M,70,Asian American,College,<25K,East,Resort,1,1,0,HB,Yes,No,No Deposit,Agent,No,Check-In,No,0,134,1,48
99967689,F,56,caucasian,College,>100K,North,Resort,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,152,1,31
96560759,M,28,caucasian,College,50K -- 100K,East,City Hotel,2,2,1,FB,No,No,Refundable,Online,Yes,Check-In,Yes,5,186,1,164
55590962,F,63,African American,College,<25K,South,City Hotel,2,2,1,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,25,220,1,77
23723883,F,37,Asian American,High-School,25K --50K,South,Resort,2,2,1,HB,Yes,No,No Deposit,Online,No,Check-In,Yes,25,175,2,165
62178872,F,46,African American,Grad,25K --50K,East,Airport Hotels,1,1,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,144,1,116
39426478,M,26,Latino,College,50K -- 100K,South,Airport Hotels,5,1,1,FB,No,No,No Deposit,Direct,No,Canceled,Yes,25,184,2,156
31797777,M,51,caucasian,Grad,25K --50K,South,Resort,2,1,0,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,5,221,1,126
64719396,F,18,African American,College,25K --50K,South,Resort,1,3,1,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,249,1,115
1906645,M,41,Latino,Grad,<25K,South,City Hotel,2,3,0,BB,No,No,Refundable,Online,Yes,Canceled,Yes,10,126,2,209
9098137,M,69,African American,College,50K -- 100K,South,Airport Hotels,1,2,1,FB,No,No,Non-Refundable,Online,No,Canceled,Yes,5,103,3,162
27762204,M,69,Asian American,High-School,50K -- 100K,East,City Hotel,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,102,1,117
53133255,F,48,Asian American,College,<25K,East,City Hotel,1,1,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,15,139,1,10
87720630,F,59,Latino,College,50K -- 100K,East,Resort,5,1,0,HB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,5,210,3,98
93043689,F,31,African American,High-School,50K -- 100K,North,City Hotel,1,2,1,FB,No,No,Refundable,Online,Yes,Check-In,No,0,167,2,165
56143392,M,50,Asian American,College,<25K,South,City Hotel,1,2,2,FB,No,No,No Deposit,Direct,Yes,Check-In,No,0,219,2,136
96122795,M,31,African American,Grad,50K -- 100K,West,Airport Hotels,1,1,0,HB,Yes,No,No Deposit,Agent,No,Check-In,No,0,241,3,159
99495724,F,29,Latino,College,25K --50K,North,Resort,4,1,1,HB,No,No,Refundable,Online,Yes,Canceled,Yes,10,138,1,190
86606202,F,59,caucasian,Grad,50K -- 100K,East,Resort,2,1,1,FB,No,No,Refundable,Online,Yes,Check-In,No,0,229,1,77
24087917,M,52,caucasian,High-School,25K --50K,South,Resort,2,1,0,BB,No,No,Non-Refundable,Direct,Yes,No-Show,Yes,20,119,2,7
66587367,M,36,Asian American,Grad,25K --50K,West,Airport Hotels,1,2,0,HB,No,No,No Deposit,Agent,Yes,Canceled,No,0,178,1,82
53074251,F,40,African American,College,<25K,South,Resort,3,1,0,BB,No,No,Refundable,Agent,Yes,Canceled,Yes,25,119,3,56
3457830,F,43,caucasian,Mid-School,>100K,North,City Hotel,3,1,0,FB,No,No,Refundable,Direct,No,No-Show,Yes,5,178,3,202
12736508,M,25,caucasian,Mid-School,25K --50K,East,Resort,1,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,104,3,54
23972332,M,58,Asian American,Mid-School,25K --50K,North,Airport Hotels,5,3,0,HB,No,No,Refundable,Direct,Yes,Canceled,Yes,40,239,2,146
55176404,M,24,caucasian,Grad,>100K,West,Airport Hotels,2,1,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,10,135,2,175
82523702,M,67,Asian American,College,25K --50K,West,Resort,2,3,0,BB,No,No,No Deposit,Direct,Yes,No-Show,No,0,246,3,112
8259114,F,52,African American,High-School,>100K,South,Resort,2,1,0,HB,Yes,No,Refundable,Online,Yes,Check-In,No,0,200,1,182
2978755,M,49,Latino,Mid-School,25K --50K,South,City Hotel,1,3,0,HB,No,No,Refundable,Direct,No,Check-In,No,0,221,1,219
39492322,F,23,caucasian,High-School,25K --50K,North,Airport Hotels,2,2,0,HB,Yes,No,Refundable,Direct,No,Canceled,No,0,119,1,120
25962317,M,64,African American,College,<25K,West,Resort,2,3,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,228,1,1
26929630,M,47,Latino,Mid-School,25K --50K,South,Resort,1,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,137,1,191
81178889,F,29,Asian American,High-School,25K --50K,East,Airport Hotels,1,2,0,HB,No,No,No Deposit,Online,No,No-Show,Yes,15,127,3,124
88648182,F,59,Asian American,College,<25K,West,Resort,2,2,0,FB,Yes,No,Refundable,Online,Yes,Check-In,No,0,222,1,146
68260353,M,29,African American,Mid-School,25K --50K,East,Airport Hotels,1,2,0,BB,No,No,Non-Refundable,Online,No,Check-In,No,0,233,2,-2
64875100,F,31,Asian American,High-School,25K --50K,West,Airport Hotels,3,3,0,FB,Yes,Yes,No Deposit,Direct,Yes,Canceled,Yes,10,191,2,27
40357794,M,41,African American,College,<25K,West,Resort,4,3,1,BB,Yes,No,No Deposit,Direct,No,Canceled,Yes,10,201,1,151
34703626,M,38,Latino,Mid-School,25K --50K,North,Airport Hotels,2,3,0,FB,Yes,No,No Deposit,Direct,No,Check-In,No,0,180,3,31
29910863,F,21,Asian American,College,50K -- 100K,West,Airport Hotels,4,3,0,FB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,40,109,1,16
53844846,F,19,caucasian,Grad,<25K,North,Airport Hotels,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,No,0,110,2,15
59651364,F,57,Asian American,Grad,<25K,East,City Hotel,2,2,2,FB,Yes,Yes,Non-Refundable,Online,Yes,Check-In,Yes,20,169,1,57
35443177,M,28,Asian American,Grad,50K -- 100K,East,Airport Hotels,5,1,0,FB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,10,164,1,159
59304203,M,19,Latino,Mid-School,50K -- 100K,South,Resort,1,1,0,HB,No,No,Refundable,Online,No,Check-In,No,0,225,1,16
86743839,F,40,caucasian,Mid-School,25K --50K,East,Resort,1,3,0,BB,No,No,No Deposit,Online,No,Canceled,No,0,169,3,126
9015003,M,60,African American,Grad,25K --50K,South,City Hotel,2,2,1,BB,No,No,No Deposit,Online,No,No-Show,Yes,30,223,2,217
28075741,F,25,Latino,Mid-School,<25K,East,City Hotel,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,184,3,11
48342671,F,48,Asian American,Grad,50K -- 100K,South,City Hotel,1,1,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,25,236,4,34
6627810,M,56,Latino,High-School,50K -- 100K,West,Airport Hotels,2,1,1,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,30,177,3,151
73206352,F,68,caucasian,College,25K --50K,North,Resort,2,1,1,HB,Yes,No,Refundable,Online,Yes,Canceled,No,0,173,4,195
22957782,M,63,African American,Mid-School,50K -- 100K,South,Resort,1,2,2,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,225,2,178
50175716,M,36,Asian American,College,<25K,South,Airport Hotels,2,1,1,BB,No,No,Refundable,Direct,No,Check-In,No,0,166,1,193
55361591,F,41,Asian American,High-School,>100K,South,Airport Hotels,1,3,0,HB,No,No,Refundable,Online,Yes,Canceled,Yes,20,156,1,123
16493469,M,49,caucasian,College,<25K,North,Resort,2,2,0,BB,No,No,No Deposit,Online,Yes,No-Show,No,0,228,2,105
31748100,M,40,Latino,College,25K --50K,West,Resort,1,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,118,1,94
23275942,M,43,Asian American,College,<25K,North,Airport Hotels,3,1,0,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,15,112,1,149
64531656,M,69,Asian American,Mid-School,>100K,South,City Hotel,2,3,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,155,1,154
12426580,F,34,Latino,Grad,<25K,South,City Hotel,2,1,0,BB,No,No,No Deposit,Online,No,Canceled,Yes,10,194,1,66
85001979,M,45,caucasian,College,>100K,South,City Hotel,2,1,1,FB,Yes,No,No Deposit,Agent,Yes,Check-In,No,0,164,1,21
41690932,F,51,Asian American,College,25K --50K,South,Airport Hotels,3,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,232,1,215
26917248,M,45,Asian American,College,50K -- 100K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,15,165,2,169
82137911,M,23,African American,Grad,<25K,North,City Hotel,2,2,2,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,198,1,82
84542556,M,25,Asian American,College,50K -- 100K,South,City Hotel,1,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,40,179,4,168
60428414,M,60,caucasian,High-School,>100K,South,Resort,1,2,0,FB,Yes,No,No Deposit,Online,No,Check-In,Yes,10,198,2,109
35052147,F,42,caucasian,High-School,<25K,South,Resort,1,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,173,3,50
8383791,M,66,African American,College,>100K,North,Airport Hotels,3,1,1,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,25,218,1,124
99679337,F,26,Latino,Mid-School,25K --50K,South,Resort,1,2,0,FB,No,No,Refundable,Online,Yes,Check-In,No,0,208,3,216
41393701,F,59,Latino,College,50K -- 100K,North,City Hotel,2,1,0,BB,No,No,Refundable,Direct,No,Canceled,No,0,224,1,101
94634755,M,52,African American,Mid-School,50K -- 100K,East,City Hotel,4,1,1,BB,No,No,No Deposit,Online,No,No-Show,Yes,10,173,4,184
94361432,F,29,caucasian,College,50K -- 100K,South,Airport Hotels,2,1,0,FB,No,No,No Deposit,Agent,No,Check-In,Yes,5,126,3,136
31562204,M,30,Latino,Grad,<25K,West,Airport Hotels,1,2,2,BB,No,No,No Deposit,Online,No,No-Show,Yes,10,218,3,203
31879897,F,44,African American,College,50K -- 100K,South,City Hotel,1,1,0,FB,No,No,No Deposit,Online,No,Canceled,Yes,10,169,1,83
42390034,M,68,caucasian,Mid-School,50K -- 100K,South,Airport Hotels,1,3,1,FB,No,No,Refundable,Online,Yes,Canceled,No,0,221,2,26
20237888,F,51,Latino,College,50K -- 100K,North,City Hotel,2,2,1,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,209,4,214
26340693,F,20,caucasian,Grad,<25K,North,City Hotel,4,2,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,25,141,2,11
49766326,F,46,Latino,High-School,<25K,South,Resort,5,2,1,BB,Yes,Yes,No Deposit,Online,Yes,No-Show,Yes,40,227,1,124
26263636,M,39,Asian American,College,50K -- 100K,South,Airport Hotels,2,2,2,BB,Yes,Yes,No Deposit,Agent,Yes,Canceled,No,0,218,1,204
75429386,F,51,African American,Mid-School,25K --50K,East,Resort,3,1,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,15,167,2,21
